,Latitude,Longitude,Rubbish,Plastics,Cans,Glass,Papers
3020,37.6766,126.81641,0,0,0,0,1
3021,37.67665,126.81639,0,0,0,0,1
3022,37.67661,126.81641,1,0,0,0,0
3024,37.67661,126.81643,1,0,0,0,1
3027,37.52942,127.06541,1,0,0,0,0
3028,37.52939,127.06542,1,0,0,0,0
3029,37.52938,127.06539,1,0,0,0,0
3030,37.52941,127.0654,1,0,0,0,0
3032,37.52939,127.06539,1,0,0,0,0
3034,37.5294,127.06541,1,0,0,0,0
3036,37.52938,127.06542,1,0,0,0,0
3038,37.52938,127.06544,1,0,0,0,0
3039,37.52941,127.06544,1,0,0,0,0
3040,37.52942,127.065441,0,0,0,0,1
3041,37.52941,127.06539,1,0,0,0,0
3042,37.67661,126.8164,1,0,0,0,1
3043,37.6766,126.81639,1,0,0,0,0
3044,37.67659,126.81641,1,0,0,0,0
3045,37.67661,126.8164,1,0,0,0,0
3046,37.6766,126.81642,1,0,0,0,0
3047,37.67661,126.81643,0,0,0,0,1
3050,37.6766,126.81642,0,1,0,0,0
3051,37.67661,126.81636,0,1,0,0,0
3054,37.67662,126.81641,0,0,0,0,1
3055,37.67663,126.81642,0,0,0,0,1
3057,37.67661,126.81642,0,0,0,0,1
3058,37.56,127.19,1,0,0,0,0
3089,37.56,127.19,1,1,0,0,0
3093,37.56,127.19,0,1,0,0,0
3109,37.56,127.19,0,0,1,0,0
3117,37.56,127.19,0,0,0,0,1
3123,37.33,127.11,1,0,0,0,0
3134,37.33,127.11,1,1,0,0,0
3137,37.53,127.07,1,0,0,0,0
3141,37.53,127.07,0,1,0,0,0
3145,37.53,127.07,0,0,0,0,1
3149,37.55,127.22,0,1,0,0,0
3161,37.67,126.82,1,0,0,0,0
3163,37.67,126.82,0,0,0,0,1
3165,37.56,127.18,1,0,0,0,0
3169,37.56,127.18,0,0,0,1,0
3288,37.588747,127.018773,1,0,0,0,0
3290,37.588758,127.017518,0,1,0,0,0
3292,37.588772,127.018746,1,1,1,0,0
3293,37.588772,127.018746,1,0,1,0,0
3294,37.588775,127.0187339,0,1,0,0,0
3295,37.588775,127.0187339,0,1,1,0,0
3296,37.588775,127.0187339,1,1,0,0,0
3297,37.588797,127.01887,1,0,0,0,0
3298,37.58881,127.018693,0,1,0,0,0
3299,37.588817,127.018673,0,1,0,0,0
3300,37.588825,127.018681,0,1,0,0,0
3301,37.588837,127.018651,0,1,0,0,0
3308,37.588871,127.018596,0,1,0,0,0
3310,37.588877,127.018593,0,1,0,0,0
3311,37.588881,127.018587,0,0,0,0,1
3312,37.588918,127.01854,0,0,1,0,0
3314,37.588927,127.018526,1,0,0,0,0
3316,37.588946,127.018503,0,1,0,0,0
3317,37.588955,127.018506,0,1,0,0,0
3319,37.58896,127.018485,0,1,0,0,0
3322,37.588109,127.018302,0,1,0,0,0
3323,37.589115,127.018314,0,1,0,0,0
3325,37.58913,127.018267,0,1,0,0,0
3326,37.58913,127.018267,0,0,0,0,1
3327,37.58914,127.01825,0,0,0,0,1
3328,37.58914,127.01825,0,1,0,0,0
3329,37.58914,127.018105,0,1,0,0,0
3330,37.58914,127.018103,0,1,0,0,0
3331,37.589165,127.018231,0,1,0,0,0
3333,37.588824,127.018105,0,1,0,0,0
3334,37.589174,127.018222,0,1,0,0,0
3335,37.589174,127.018222,1,0,0,0,0
3337,37.589168,127.018226,0,0,0,0,1
3338,37.589168,127.018226,0,1,0,0,0
3341,37.589168,127.018222,0,0,1,0,0
3342,37.589101,127.018319,0,0,1,0,0
3344,37.589101,127.018319,0,1,0,0,0
3346,37.508,127.099,0,1,0,0,0
3347,37.508,127.099,1,1,0,0,0
3351,37.508,127.099,0,0,0,0,1
3354,37.508,127.099,1,0,0,0,0
3355,37.508,127.099,1,1,1,0,0
3360,37.508,127.099,0,1,0,0,1
3361,37.508,127.099,1,0,0,0,1
3366,37.47914,126.876538,1,0,0,0,0
3370,37.47962,126.8736514,0,0,0,0,1
3371,37.475007,126.87647,0,1,0,0,0
3373,37.475007,126.87647,0,0,1,0,0
3374,37.475091,126.876424,0,0,1,0,0
3377,37.475091,126.876424,1,0,0,0,0
3378,37.475105,126.876431,1,0,0,0,0
3380,37.475105,126.876431,0,1,0,0,0
3381,37.476305,126.875785,0,0,1,0,0
3383,37.476184,126.875834,0,0,0,0,1
3386,37.47914,126.876538,0,0,0,0,1
3387,37.47914,126.876538,0,1,0,0,0
3389,37.476319,126.875772,0,1,0,0,0
3393,37.586,126.818,1,0,0,0,0
3398,37.586,126.818,0,1,0,0,0
3418,37.586,126.818,0,0,1,0,0
3423,37.586,126.818,0,0,0,1,0
3433,37.586,126.818,0,0,0,0,1
3438,37.57,126.832,1,0,0,0,0
3458,37.57,126.832,0,1,0,0,0
3463,37.57,126.832,0,0,1,0,0
3473,37.57,126.832,0,0,0,1,0
3483,37.57,126.832,0,0,0,0,1
3493,37.589,127.018,1,0,0,0,0
3538,37.589,127.018,0,1,0,0,0
3553,37.589,127.018,0,0,1,0,0
3558,37.589,127.018,0,0,0,1,0
3563,37.589,127.018,0,0,0,0,1
3568,37.4986464,127.1107636,0,1,0,0,0
3573,37.4980436,127.1085704,0,1,1,0,0
3575,37.4972366,127.1059747,1,1,0,0,0
3579,37.4967295,127.1044382,1,1,0,0,0
3584,37.4974897,127.1046927,1,0,0,0,0
3586,37.4971098,127.1055898,0,0,0,0,1
3590,37.4977849,127.1046059,0,1,0,0,0
3592,37.4978785,127.1059807,0,1,1,0,0
3593,37.4975369,127.106833,0,1,0,0,0
3596,37.4971427,127.105689,0,0,0,0,1
3599,37.4937463,127.102296,1,0,0,0,0
3601,37.4936069,127.1025569,1,1,0,0,0
3603,37.4939028,127.101978,1,0,0,0,0
3608,37.4936376,127.1025198,1,0,0,0,0
3610,37.4934066,127.1029046,1,1,0,0,0
3613,37.4939952,127.1018413,1,0,0,0,0
3617,37.4940524,127.1017745,1,1,0,0,0
3622,37.569644,127.008003,1,0,0,0,0
3627,37.5697017,127.0070582,1,0,0,0,0
3629,37.5696584,127.0061348,0,1,0,0,0
3631,37.4869777,127.0550652,0,1,0,0,0
3634,37.4857008,127.0535059,1,0,0,0,1
3639,37.5115779,127.1036617,0,1,0,0,0
3642,37.5104952,127.1029875,1,0,0,0,0
3645,37.5101047,127.1030982,1,0,0,0,0
3647,37.5097964,127.1025377,0,0,0,0,1
3650,37.5100244,127.1006982,1,0,0,0,0
3652,37.509696,127.0997446,0,1,0,0,0
3654,37.5094323,127.0992445,1,1,0,0,0
3658,37.5091437,127.0985795,0,1,0,0,0
3659,37.5082716,127.0979388,1,0,0,0,0
3660,37.5082355,127.0979444,1,0,0,0,0
3662,37.5077711,127.0979246,1,0,0,0,0
3664,37.5074826,127.0978706,1,1,0,0,0
3665,37.507052,127.0987742,1,0,0,0,0
3666,37.507194,127.0997518,1,0,0,0,0
3667,37.508237,127.1021769,1,1,0,0,0
3670,35.226919,128.638707,0,1,0,0,0
3678,35.22733,128.639258,0,0,1,0,0
3681,35.226408,128.638159,0,0,1,0,0
3695,35.226438,128.638312,0,0,1,0,0
3712,35.226271,128.638162,0,1,0,0,0
3715,35.227377,128.639233,0,1,1,0,0
3720,35.228042,128.639843,0,1,1,0,0
3722,35.227703,128.639533,0,1,1,0,0
3724,35.227508,128.63941,0,1,0,0,0
3732,35.226626,128.63887,0,0,0,0,1
3746,35.228599,128.640383,0,0,0,1,0
3752,35.226351,128.638321,0,0,1,0,0
3755,35.226727,128.639312,0,0,0,0,1
3768,35.226954,128.639147,0,1,0,0,0
3776,35.22628,128.63822,0,1,0,0,0
3777,35.226208,128.638147,0,0,0,0,0
3783,35.226506,128.638738,0,0,1,0,0
3790,37.43,126.37,1,0,0,0,0
3796,37.43,126.37,0,0,0,1,0
3805,37.43,126.37,0,0,0,0,1
3807,37.43,126.37,0,1,0,0,0
3808,37.43,126.37,0,0,1,0,0
3826,37.43,126.37,0,0,0,0,0
3847,37.46,127.09,0,0,0,0,1
3848,37.46,127.09,0,0,0,1,0
3851,37.46,127.09,1,0,0,0,0
3854,37.46,127.09,0,0,1,0,0
3890,37.46,127.09,0,1,0,0,0
3903,37.49,126.98,0,1,0,0,0
3909,37.49,126.98,1,1,0,0,0
3912,37.49,126.98,1,0,0,0,0
3915,37.49,126.98,0,0,1,0,0
3924,37.49,126.98,0,0,0,0,1
3947,37.49,126.98,0,1,1,0,0
3975,37.49,126.98,0,1,0,1,0
3986,37.49,126.98,0,0,0,1,0
4027,37.5902,127.0167,1,0,0,0,0
4037,37.5902,127.0167,0,1,0,0,0
4040,37.5901,127.0168,0,1,0,0,0
4045,37.5901,127.0168,1,0,0,0,0
4050,37.5895,127.0176,0,1,0,0,0
4054,37.5895,127.0176,1,0,0,0,0
4057,37.5893,127.0178,1,0,0,0,0
4062,37.5891,127.0176,0,1,0,0,0
4068,37.6114,127.0079,0,1,0,0,0
4073,37.6112,127.0079,0,1,0,0,0
4080,37.611,127.008,0,1,0,0,0
4087,37.6107,127.0081,0,1,0,0,0
4100,37.6106,127.0082,1,0,0,0,0
4102,37.6106,127.0082,0,0,0,0,1
4105,37.5904,127.0165,0,1,0,0,0
4110,37.5906,127.0161,0,0,0,0,1
4116,37.5908,127.0157,1,0,0,0,0
4120,37.591,127.0152,0,1,0,0,0
4124,37.591,127.0154,1,0,0,0,0
4130,37.5911,127.0149,0,1,0,0,0
4180,37.58,127.01,0,1,0,0,1
4207,37.58,127.01,1,1,0,0,0
4227,37.58,127.0,0,1,0,0,0
4228,37.58,127.0,1,0,0,0,1
4243,37.58925,127.0182583,0,1,0,0,0
4247,37.58916667,127.0181389,0,0,0,0,1
4251,37.58945833,127.017975,0,1,0,0,0
4252,37.58946111,127.0179833,0,0,0,0,1
4256,37.58946111,127.0179833,0,1,0,0,0
4258,37.58869444,127.0183028,0,1,1,0,0
4260,37.58645,127.0081028,0,1,0,0,0
4262,37.56981389,127.00805,0,1,0,0,0
4269,37.56980556,127.0080722,0,1,0,0,0
4274,37.56971389,127.0069667,0,1,0,0,0
4277,37.56985556,127.0056444,1,1,0,0,0
4283,37.56966111,127.0022139,0,1,0,0,0
4297,37.56959167,127.0012278,0,1,0,0,0
4302,37.56896944,126.9983972,0,1,0,0,0
